Transaction,Type,Sender public key,Sender address,Recipient public key,Recipient address,Value,Token,Date&Time,Price $,SOON,%
bf5a449c2ca4e6d4c36fa3cbc8b583dd4a48ae1a069913624cfe8f6ea7bc1d7c,receive,0,0:fa94171cb0565789224814561cc558e59315971ee9d03085de3dcb5f8b94d95e,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,150,USDT,1639608535000,"0,8","187,5","13,64"
3aeced61f59c4632361123b47650f0eb78ddd4bcba19340d2d682803c1d98714,receive,0,0:3aa97bae1f5295ab0520b7d5dc16eb72179278c1dffeb86354d48c2f18c78ba1,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"11,545159",USDT,1639606583000,,"14,4314","1,05"
fedff04503c2c346dc64ea18562dddebcfa3b7a470e34a692d2a99c43d8e7935,receive,0,0:32bfee7a4addcac8ef3b20c2ffb59e651f806832f362ad70a6b0e572b72e9243,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"8,03815",USDT,1639602442000,,"10,0477","0,73"
a8ff6991be4e7a525840b9f7aaeea47f2d14b8569fe9a7429df9e325e765ada5,receive,0,0:ebbeea11717c7e05715232295739fc68258e480b7f27602fc78ccbc57ca6362e,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"53,588322",USDT,1639601930000,,"66,9854","4,87"
0de0f6a1936aed59d07f74135bf689bd4b4e157a446f5c55778d7e18d55d3261,receive,0,0:34dbd1e2037c9bce7db687e6c0a1420ccfe118779d5638d52b04ead2eeabb20c,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"156,522453",USDT,1639600608000,,"195,6531","14,23"
e359586457543c966b0ce1b94cbdaf327fc4336f8a95d3e4bac2fc799da3462a,receive,0,0:12c6153adddd1e8634a546b1e1639e6c7592f229cc1583fe210b9dd426774c6a,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,89,USDT,1639600050000,,"111,25","8,09"
62b15e3de3ce76ccae34cee26b27552170a8e27611f7d84283ea0596d79752c6,receive,0,0:12c6153adddd1e8634a546b1e1639e6c7592f229cc1583fe210b9dd426774c6a,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,1,USDT,1639599953000,,"1,25","0,09"
252663d8b742cc2addacf8ee3d8a9e470a723b47f7875a9cfc44625daadce760,receive,0,0:9e703036922bc3eea1b1e0d6686740e23e4990d7a4ccbcdcc3d4cd716d114a3a,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,50,USDT,1639590739000,,"62,5","4,55"
71549bf706197e647020eefb386437324be3f3cbd969f6de83c6c04492656378,receive,0,0:c83c0d9501fcfdd41f4399d96b8e0d5a8e03f9ca01d336c41aa772a28cb5e7d0,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,20,USDT,1639588934000,,25,"1,82"
653ca64328545c4d152712eec7b44596f50fba5cd9dc6e5a913137299b037d66,receive,0,0:34c169f99c6a8a1d2d290e5e50ed074f1faeb339a6fc4a3cdd647659335d9820,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"53,108586",USDT,1639585733000,,"66,3857","4,83"
c526594c7e768a23b58c96eb8220275c9831caef30cc61899742bc0fc80c42bb,receive,0,0:069314b898ea6773b3783caaba83176ef09e05a8b3c8cd706b1ad0c27d47a1ed,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"80,196094",USDT,1639585598000,,"100,2451","7,29"
66b7abaddbf5f6ce09027ad4246a964f66386796259123161c22ce05e609359a,receive,0,0:435d69afcba6a193df277fb012b7310bc2bbd8c05f37d7308710fb5f8b6a9386,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,11,USDT,1639585122000,,"13,75","1,00"
6ecf82b039cc4779152d3d144c8038b421185f8d67b551e32da066894cb40980,receive,0,0:cbd090198d22e4b1a77227ba2bff58a05a32049ef2908aebfb461cacd6a474c8,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,50,USDT,1639580509000,,"62,5","4,55"
7fe1a101def85f68f435201db57847fdcea3aca09ac2cfef8f03d1d2ff07ef0e,receive,0,0:104d829b63f74d7c51205b95e522c5f342b157480c78364c1fc6acaf1ed013ba,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,50,USDT,1639579402000,,"62,5","4,55"
b0c8a30321da01ff7d0b0c36039f8a364f4faca869db4c1147bee69a18362e5b,receive,0,0:115cf44f0fcb2b5ae8b954ed4687c084f70870451a04acdd2234137ad7cc3039,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,99,USDT,1639574693000,,"123,75","9,00"
bc11e7482d86b89f2d6884f8eb934040ccc99411f0b05af63b393746a013ca9e,receive,0,0:ae765f09052d887e75f416854398632b861681a6de235f5e052f5b2e64acd84c,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"26,086227",USDT,1639574556000,,"32,6078","2,37"
b4d1e5b9017f83902e0ba4a60a096e6f3570e904b2dcd2be00029fd936393ec0,receive,0,0:304053c0734b6a58be5d1becc9602119f7ee36a1ad90d83abc43fe4ccdfffc2f,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,50,USDT,1639567899000,,"62,5","4,55"
e41e384faa05eaf8ef4e0e980c5a6b3c5c0666535bbe2fb478ce5b256b6d40bd,receive,0,0:3aa97bae1f5295ab0520b7d5dc16eb72179278c1dffeb86354d48c2f18c78ba1,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,10,USDT,1639565929000,,"12,5","0,91"
d2001219e732dde6ca74d2b2085f5359ac9cafb8ea0fbad86b656749db7fe0f8,receive,0,0:99ea964906c807e89ff8e55ba96a86e4d85d8020c8365ded9428777aef4281cd,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,16,USDT,1639564798000,,20,"1,45"
3c85fcac3b397c91475d875fbfe0c1e5943f847c3f051a44c661632f0a84b32a,receive,0,0:89ecb97fe52e35915e19d5d1ca6d1a11ca74c69f48537bbb456e6452d1c2dd06,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"4,001162",USDT,1639564591000,,"5,0015","0,36"
61ea90dceec4178024177e2865a5b70ebb8dd909397d1f8b248ee5f96731a129,receive,0,0:448250a9cff54c3a9a8f9dfe0f62f51d71dfdec178dedeef6b0b339a2956d04a,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"34,238966",USDT,1639561759000,,"42,7987","3,11"
16ecbd72b2c9e7b2eeb94b7d52c3642c640f4681fad1253441bda3bf34111821,receive,0,0:b6c78c6b8b0d67de7ed12fa2be0e23210916f4367a76b450572701327e934ce2,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,"6,674881",USDT,1639556789000,,"8,3436","0,61"
13bb4784a7136978a5be053fb1732cbdacc28051d2ad506110474672c8f6ce6f,receive,0,0:cd26b47ebf79788924a057c39efd639107c3ad18b5de67bf5f3eb14812214433,0,0:5c906a04946cec99de9bae1ca0bf041e441f44684c75c31bcb5974b480805fa2,70,USDT,1639552352000,,"87,5","6,36"
,,,,,Итого:,1100,USDT,,,1375,"100,00"
